????	???	ISBN	???	???	???	????
0006030	Z6/78:52	1	KOREA NEWSREVIEW			1.4/1997
0006031	Z6/78:53	1	KOREA NEWSREVIEW			1.11/1997
0006032	Z6/78:54	1	KOREA NEWSREVIEW			1.18/1997
0006033	Z6/78:55	1	KOREA NEWSREVIEW			1.25/1997
0006034	Z6/78:56	1	KOREA NEWSREVIEW			2.1/1997
0006035	Z6/78:57	1	KOREA NEWSREVIEW			2.8/1997
0006036	Z6/78:58	1	KOREA NEWSREVIEW			2.15/1997
0006037	Z6/78:59	1	KOREA NEWSREVIEW			2.22/1997
0006038	Z6/78:60	1	KOREA NEWSREVIEW			3.1/1997
0006039	Z6/78:61	1	KOREA NEWSREVIEW			3.8/1997
0006040	Z6/78:62	1	KOREA NEWSREVIEW			3.15/1997
0006041	Z6/78:63	1	KOREA NEWSREVIEW			3.22/1997
0006042	Z6/78:64	1	KOREA NEWSREVIEW			3.29/1997
0006043	Z6/78:65	1	KOREA NEWSREVIEW			4.5/1997
0006044	Z6/78:66	1	KOREA NEWSREVIEW			4.12/1997
0006045	Z6/79:1	1	NEWSEWVIEW			3.28/1997
0006046	Z6/79:1	1	NEWSEWVIEW			3.28/1997
0006047	Z6/79:2	1	NEWSEWVIEW			4.19/1997
0006048	Z6/79:3	1	NEWSEWVIEW			4.26/1997
0006049	Z6/79:4	1	NEWSEWVIEW			5.3/1997
0006050	Z6/79:5	1	NEWSEWVIEW			5.10/1997
0006051	Z6/79:6	1	NEWSEWVIEW			5.17/1997
0006052	Z6/79:7	1	NEWSEWVIEW			5.24/1997
0006053	Z6/79:8	1	NEWSEWVIEW			5.31/1997
0006054	Z6/79:9	1	NEWSEWVIEW			6.7/1997
0006055	Z6/79:10	1	NEWSEWVIEW			6.14/1997
0006056	Z6/79:11	1	NEWSEWVIEW			6.21/1997
0006057	Z6/79:12	1	NEWSEWVIEW			6.28/1997
0006058	Z6/79:13	1	NEWSEWVIEW			7.5/1997
0006059	Z6/79:14	1	NEWSEWVIEW			7.12/1997
0006060	Z6/79:15	1	NEWSEWVIEW			7.19/1997
0006061	Z6/79:16	1	NEWSEWVIEW			7.26/1997
0006062	Z6/79:17	1	NEWSEWVIEW			8.2/1997
0006063	Z6/79:18	1	NEWSEWVIEW			8.9/1997
0006064	Z6/79:19	1	NEWSEWVIEW			8.16/1997
0006065	Z6/79:20	1	NEWSEWVIEW			8.23/1997
0006066	Z6/79:21	1	NEWSEWVIEW			8.30/1997
0006067	Z6/79:22	1	NEWSEWVIEW			9.6/1997
0006068	Z6/79:23	1	NEWSEWVIEW			9.13/1997
0006069	Z6/79:24	1	NEWSEWVIEW			9.20/1997
0006070	Z6/79:24	1	NEWSEWVIEW			9.20/1997
0006071	Z6/79:25	1	NEWSEWVIEW			9.27/1997
0006072	Z6/79:25	1	NEWSEWVIEW			9.27/1997
0006073	Z6/79:26	1	NEWSEWVIEW			10.4/1997
0006074	Z6/79:27	1	NEWSEWVIEW			10.11/1997
0006075	Z6/79:28	1	NEWSEWVIEW			10.18/1997
0006076	Z6/79:29	1	NEWSEWVIEW			10.25/1997
0006077	Z6/79:30	1	NEWSEWVIEW			11.1/1997
0006078	Z6/79:31	1	NEWSEWVIEW			11.8/1997
0006079	Z6/79:32	1	NEWSEWVIEW			11.15/1997
0006080	Z6/79:33	1	NEWSEWVIEW			11.22/1997
0006081	Z6/79:34	1	NEWSEWVIEW			12.6/1997
0006082	Z6/79:35	1	NEWSEWVIEW			12.13/1997
0006083	Z6/79:36	1	NEWSEWVIEW			12.20/1997
0006084	Z6/79:37	1	NEWSEWVIEW			12.27/1997
0006085	Z6/79:38	1	NEWSEWVIEW			1.3/1998
0006086	Z6/79:39	1	NEWSEWVIEW			1.10/1998
0006087	Z6/79:40	1	NEWSEWVIEW			1.17/1998
0006088	Z6/79:41	1	NEWSEWVIEW			1.24/1998
0006089	Z6/79:42	1	NEWSEWVIEW			1.31/1998
0006090	Z6/79:43	1	NEWSEWVIEW			2.7/1998
0006091	Z6/79:44	1	NEWSEWVIEW			2.14/1998
0006092	Z6/79:44	1	NEWSEWVIEW			2.14/1998
0006093	Z6/79:45	1	NEWSEWVIEW			2.21/1998
0006094	Z6/79:46	1	NEWSEWVIEW			2.28/1998
0006095	Z6/79:47	1	NEWSEWVIEW			3.7/1998
0006096	Z6/79:48	1	NEWSEWVIEW			3.14/1998
0006097	Z6/79:49	1	NEWSEWVIEW			3.21/1998
0006098	Z6/79:50	1	NEWSEWVIEW			4.4/1998
0006099	Z6/79:51	1	NEWSEWVIEW			4.11/1998
0006100	Z6/79:52	1	NEWSEWVIEW			4.18/1998
0006101	Z6/79:53	1	NEWSEWVIEW			4.25/1998
0006102	Z6/79:54	1	NEWSEWVIEW			5.2/1998
0006103	Z6/79:55	1	NEWSEWVIEW			5.9/1998
0006104	Z6/79:56	1	NEWSEWVIEW			5.16/1998
0006105	Z6/79:57	1	NEWSEWVIEW			5.23/1998
0006106	Z6/79:58	1	NEWSEWVIEW			5.30/1998
0006107	Z6/79:59	1	NEWSEWVIEW			6.6/1998
0006108	Z6/79:60	1	NEWSEWVIEW			6.13/1998
0006109	Z6/79:61	1	NEWSEWVIEW			6.20/1998
0006110	Z6/79:62	1	NEWSEWVIEW			6.27/1998
0006111	Z6/79:63	1	NEWSEWVIEW			7.4/1998
0006112	Z6/79:64	1	NEWSEWVIEW			7.11/1998
0006113	Z6/79:65	1	NEWSEWVIEW			7.18/1998
0006114	Z6/79:66	1	NEWSEWVIEW			7.25/1998
0006115	Z6/79:67	1	NEWSEWVIEW			8.1/1998
0006116	Z6/79:68	1	NEWSEWVIEW			8.8/1998
0006117	Z6/79:69	1	NEWSEWVIEW			8.15/1998
0006118	Z6/79:70	1	NEWSEWVIEW			8.22/1998
0006119	Z6/79:71	1	NEWSEWVIEW			8.29/1998
0006120	Z6/79:72	1	NEWSEWVIEW			9.5/1998
0006121	Z6/79:73	1	NEWSEWVIEW			9.12/1998
0006122	Z6/79:74	1	NEWSEWVIEW			9.19/1998
0006123	Z6/79:75	1	NEWSEWVIEW			10.3/1998
0006124	Z6/79:76	1	NEWSEWVIEW			10.10/1998
0006125	Z6/79:77	1	NEWSEWVIEW			10.17/1998
0006126	Z6/79:78	1	NEWSEWVIEW			10.24/1998
0006127	Z6/79:79	1	NEWSEWVIEW			10.31/1998
0006128	Z6/79:80	1	NEWSEWVIEW			11.7/1998
0006129	Z6/79:81	1	NEWSEWVIEW			11.14/1998
0006130	Z6/79:82	1	NEWSEWVIEW			11.21/1998
0006131	Z6/79:83	1	NEWSEWVIEW			11.28/1998
0006132	Z6/79:84	1	NEWSEWVIEW			12.5/1998
0006133	Z6/79:85	1	NEWSEWVIEW			12.12/1998
0006134	Z6/79:86	1	NEWSEWVIEW			12.19/1998
0006135	Z6/79:87	1	NEWSEWVIEW			12.26/1998
0006136	Z6/79:88	1	NEWSEWVIEW			1.2/1999
0006137	Z6/79:89	1	NEWSEWVIEW			1.9/1999
0006138	Z6/79:90	1	NEWSEWVIEW			1.16/1999
0006139	Z6/79:91	1	NEWSEWVIEW			1.23/1999
0006140	Z6/79:92	1	NEWSEWVIEW			1.30/1999
0006141	Z6/79:93	1	NEWSEWVIEW			2.6/1999
0006142	Z6/79:94	1	NEWSEWVIEW			2.13/1999
0006143	Z6/79:95	1	NEWSEWVIEW			2.20/1999
0006144	Z6/79:96	1	NEWSEWVIEW			2.27/1999
0006145	Z6/79:97	1	NEWSEWVIEW			3.6/1999
0006146	Z6/79:98	1	NEWSEWVIEW			3.13/1999
0006147	Z6/79:99	1	NEWSEWVIEW			3.20/1999
0006148	Z6/79:100	1	NEWSEWVIEW			3.27/1999
0006149	Z6/79:101	1	NEWSEWVIEW			4.3/1999
0006150	Z6/79:102	1	NEWSEWVIEW			4.10/1999
0006151	Z6/79:103	1	NEWSEWVIEW			4.17/1999
0006152	Z6/79:104	1	NEWSEWVIEW			4.24/1999
0006153	Z6/79:105	1	NEWSEWVIEW			5.1/1999
0006154	Z6/79:106	1	NEWSEWVIEW			5.8/1999
0006155	Z6/79:107	1	NEWSEWVIEW			5.15/1999
0006156	Z6/79:108	1	NEWSEWVIEW			5.22/1999
0006157	Z6/79:109	1	NEWSEWVIEW			5.29/1999
0006158	Z6/79:110	1	NEWSEWVIEW			6.5/1999
0006159	Z6/79:111	1	NEWSEWVIEW			6.12/1999
0006160	Z6/79:112	1	NEWSEWVIEW			6.19/1999
0006161	Z6/79:113	1	NEWSEWVIEW			6.26/1999
0006162	Z6/79:114	1	NEWSEWVIEW			7.3/1999
0006163	Z6/79:115	1	NEWSEWVIEW			7.10/1999
0006164	Z6/79:116	1	NEWSEWVIEW			7.17/1999
0006165	Z6/79:117	1	NEWSEWVIEW			7.24/1999
0006166	Z6/79:118	1	NEWSEWVIEW			7.31/1999
0006167	Z6/79:119	1	NEWSEWVIEW			8.7/1999
0006168	Z6/79:120	1	NEWSEWVIEW			8.14/1999
0006169	Z6/79:121	1	NEWSEWVIEW			8.21/1999
0006170	Z6/79:122	1	NEWSEWVIEW			8.28/1999
0006171	Z6/79:123	1	NEWSEWVIEW			9.4/1999
0006172	Z6/79:124	1	NEWSEWVIEW			9.11/1999
0006173	Z6/79:125	1	NEWSEWVIEW			9.18/1999
0006174	Z6/79:126	1	NEWSEWVIEW			9.25/1999
0006175	Z6/79:127	1	NEWSEWVIEW			10.2/1999
0006176	Z6/79:128	1	NEWSEWVIEW			10.9/1999
0006177	Z6/79:129	1	NEWSEWVIEW			10.16/1999
0006178	Z6/79:130	1	NEWSEWVIEW			10.23/1999
0006179	Z6/79:131	1	NEWSEWVIEW			10.30/1999
0006180	Z6/79:132	1	NEWSEWVIEW			11.6/1999
0006181	Z6/79:133	1	NEWSEWVIEW			11.13/1999
0006182	Z6/79:134	1	NEWSEWVIEW			12.18/1999
0006183	Z6/80:1	1	KOREA TRADE & INVESTMENT			1/2000
0006184	Z6/80:2	1	KOREA TRADE & INVESTMENT			2/2000
0006185	Z6/80:3	1	KOREA TRADE & INVESTMENT			3/2000
0006186	Z6/80:4	1	KOREA TRADE & INVESTMENT			4/2000
0006187	Z6/80:5	1	KOREA TRADE & INVESTMENT			5/2000
0006188	Z6/80:6	1	KOREA TRADE & INVESTMENT			6/2000
0006189	Z6/80:7	1	KOREA TRADE & INVESTMENT			1/2001
0006190	Z6/80:8	1	KOREA TRADE & INVESTMENT			2/2001
0006191	Z6/80:9	1	KOREA TRADE & INVESTMENT			3/2001
0006192	Z6/80:10	1	KOREA TRADE & INVESTMENT			4/2001
0006193	Z6/80:11	1	KOREA TRADE & INVESTMENT			5/2001
0006194	Z6/80:12	1	KOREA TRADE & INVESTMENT			6/2001
0006195	Z6/80:13	1	KOREA TRADE & INVESTMENT			1/2002
0006196	Z6/80:14	1	KOREA TRADE & INVESTMENT			2/2002
0006197	Z6/80:15	1	KOREA TRADE & INVESTMENT			3/2002
0006198	Z6/80:16	1	KOREA TRADE & INVESTMENT			4/2002
0006199	Z6/80:17	1	KOREA TRADE & INVESTMENT			5/2002
0006200	Z6/80:18	1	KOREA TRADE & INVESTMENT			1/2003
0006201	Z6/80:19	1	KOREA TRADE & INVESTMENT			2/2003
0006202	Z6/80:20	1	KOREA TRADE & INVESTMENT			3/2003
0006203	Z6/80:21	1	KOREA TRADE & INVESTMENT			4/2003
0006204	Z6/80:22	1	KOREA TRADE & INVESTMENT			5/2003
0006205	Z6/80:23	1	KOREA TRADE & INVESTMENT			6/2003
0006206	Z6/81:1	1	INVEST KOREA JOURNAL			1/2004
0006207	Z6/81:2	1	INVEST KOREA JOURNAL			5/2004
0006208	Z6/81:3	1	INVEST KOREA JOURNAL			6/2004
0006209	Z6/81:4	1	INVEST KOREA JOURNAL			1/2005
0006210	Z6/81:5	1	INVEST KOREA JOURNAL			2/2005
0006211	Z6/81:6	1	INVEST KOREA JOURNAL			3/2005
0006212	Z6/81:7	1	INVEST KOREA JOURNAL			4/2005
0006213	Z6/81:8	1	INVEST KOREA JOURNAL			5/2005
0006214	Z6/81:9	1	INVEST KOREA JOURNAL			6/2005
0006215	Z6/81:10	1	INVEST KOREA JOURNAL			1/2006
0006216	Z6/81:11	1	INVEST KOREA JOURNAL			2/2006
0006217	Z6/81:12	1	INVEST KOREA JOURNAL			3/2006
0006218	Z6/81:13	1	INVEST KOREA JOURNAL			4/2006
0006219	Z6/81:14	1	INVEST KOREA JOURNAL			5/2006
0006220	Z6/81:15	1	INVEST KOREA JOURNAL			6/2006
0006221	Z6/81:16	1	INVEST KOREA JOURNAL			1/2007
0006222	Z6/81:17	1	INVEST KOREA JOURNAL			2/2007
0006223	Z6/81:18	1	INVEST KOREA JOURNAL			3/2007
0006224	Z6/81:19	1	INVEST KOREA JOURNAL			4/2007
0006225	Z6/81:20	1	INVEST KOREA JOURNAL			5/2007
0006226	Z6/81:21	1	INVEST KOREA JOURNAL			6/2007
0006227	Z6/81:22	1	INVEST KOREA JOURNAL			1/2008
0006228	Z6/81:23	1	INVEST KOREA JOURNAL			2/2008
0006229	Z6/81:24	1	INVEST KOREA JOURNAL			3/2008
0006230	Z6/81:25	1	INVEST KOREA JOURNAL			4/2008
0006231	Z6/81:26	1	INVEST KOREA JOURNAL			5/2008
0006232	Z6/81:27	1	INVEST KOREA JOURNAL			6/2008
0006233	Z6/81:28	1	INVEST KOREA JOURNAL			1/2009
0006234	Z6/81:29	1	INVEST KOREA JOURNAL			2/2009
0006235	Z6/81:30	1	INVEST KOREA JOURNAL			3/2009
0006236	Z6/81:31	1	INVEST KOREA JOURNAL			4/2009
0006237	Z6/81:32	1	INVEST KOREA JOURNAL			5/2009
0006238	Z6/81:33	1	INVEST KOREA JOURNAL			6/2009
0006239	Z6/81:34	1	INVEST KOREA JOURNAL			1/2010
0006240	Z6/81:35	1	INVEST KOREA JOURNAL			2/2010
0006241	Z6/81:36	1	INVEST KOREA JOURNAL			3/2010
0006242	Z6/81:37	1	INVEST KOREA JOURNAL			4/2010
0006243	Z6/81:38	1	INVEST KOREA JOURNAL			5/2010
0006244	Z6/82:1	17274044	TAIWAN HEUTE			5/2003
0006245	Z6/82:2	17274044	TAIWAN HEUTE			6/2003
0006246	Z6/82:3	17274044	TAIWAN HEUTE			1/2004
0006247	Z6/82:4	17274044	TAIWAN HEUTE			1/2006
0006248	Z6/82:5	17274044	TAIWAN HEUTE			2/2006
0006249	Z6/82:6	17274044	TAIWAN HEUTE			3/2006
0006250	Z6/82:7	17274044	TAIWAN HEUTE			4/2006
0006251	Z6/82:8	17274044	TAIWAN HEUTE			5/2006
0006252	Z6/82:9	17274044	TAIWAN HEUTE			6/2006
0006253	Z6/82:10	17274044	TAIWAN HEUTE			1/2007
0006254	Z6/82:11	17274044	TAIWAN HEUTE			2/2007
0006255	Z6/82:12	17274044	TAIWAN HEUTE			3/2007
0006256	Z6/82:13	17274044	TAIWAN HEUTE			4/2007
0006257	Z6/82:14	17274044	TAIWAN HEUTE			5/2007
0006258	Z6/82:15	17274044	TAIWAN HEUTE			6/2007
0006259	Z6/82:16	17274044	TAIWAN HEUTE			1/2008
0006260	Z6/82:17	17274044	TAIWAN HEUTE			2/2008
0006261	Z6/82:18	17274044	TAIWAN HEUTE			3/2008
0006262	Z6/82:19	17274044	TAIWAN HEUTE			4/2008
0006263	Z6/82:20	17274044	TAIWAN HEUTE			5/2008
0006264	Z6/82:21	17274044	TAIWAN HEUTE			6/2008
0006265	Z6/82:22	17274044	TAIWAN HEUTE			6/2009
0006266	Z6/82:23	17274044	TAIWAN HEUTE			1/2010
0006267	Z6/82:23	17274044	TAIWAN HEUTE			1/2010
0006268	Z6/82:24	17274044	TAIWAN HEUTE			2/2010
0006269	Z6/82:25	17274044	TAIWAN HEUTE			3/2010
0006270	Z6/82:26	17274044	TAIWAN HEUTE			4/2010
0006271	Z6/82:27	17274044	TAIWAN HEUTE			5/2010
0006272	Z6/82:28	17274044	TAIWAN HEUTE			6/2010
0006273	Z6/82:29	17274044	TAIWAN HEUTE			1/2011
0006274	Z6/82:30	17274044	TAIWAN HEUTE			2/2011
0006275	Z6/82:31	17274044	TAIWAN HEUTE			3/2011
0006276	Z6/82:32	17274044	TAIWAN HEUTE			4/2011
0006277	Z6/82:33	17274044	TAIWAN HEUTE			5/2011
0006278	Z6/82:34	17274044	TAIWAN HEUTE			6/2011
0006279	Z6/82:35	17274044	TAIWAN HEUTE			1/2012
0006280	Z6/82:36	17274044	TAIWAN HEUTE			2/2012
0006281	Z6/82:37	17274044	TAIWAN HEUTE			3/2012
0006282	Z6/82:38	17274044	TAIWAN HEUTE			4/2012
0006283	Z6/82:39	1991525X	TAIWAN HEUTE			6/2012
0006284	Z6/83:1	1991525X	TAIWAN PANORAMA			10/??????
0006285	Z6/83:2	1991525X	TAIWAN PANORAMA			11/??????
0006286	Z6/83:3	1991525X	TAIWAN PANORAMA			12/??????
0006287	Z6/83:4	1991525X	TAIWAN PANORAMA			1/??????
0006288	Z6/83:5	1991525X	TAIWAN PANORAMA			2/??????
0006289	Z6/83:6	1991525X	TAIWAN PANORAMA			3/??????
0006290	Z6/83:7	1991525X	TAIWAN PANORAMA			4/??????
0006291	Z6/83:8	1991525X	TAIWAN PANORAMA			5/??????
0006292	Z6/83:9	1991525X	TAIWAN PANORAMA			6/??????
0006293	Z6/83:10	1991525X	TAIWAN PANORAMA			7/??????
0006294	Z6/83:11	1991525X	TAIWAN PANORAMA			8/??????
0006295	Z6/83:12	1991525X	TAIWAN PANORAMA			9/??????
0006296	Z6/83:13	1991525X	TAIWAN PANORAMA			10/??????
0006297	Z6/83:14	1991525X	TAIWAN PANORAMA			11/??????
0006298	Z6/83:15	1991525X	TAIWAN PANORAMA			12/??????
0006299	Z6/83:16	1991525X	TAIWAN PANORAMA			1/??????
0006300	Z6/83:17	1991525X	TAIWAN PANORAMA			2/??????
0006301	Z6/83:18	1991525X	TAIWAN PANORAMA			3/??????
0006302	Z6/83:19	1991525X	TAIWAN PANORAMA			4/??????
0006303	Z6/83:20	1991525X	TAIWAN PANORAMA			5/??????
0006304	Z6/83:21	1991525X	TAIWAN PANORAMA			6/??????
0006305	Z6/83:22	1991525X	TAIWAN PANORAMA			7/??????
0006306	Z6/83:23	1991525X	TAIWAN PANORAMA			8/??????
0006307	Z6/83:24	1991525X	TAIWAN PANORAMA			9/??????
0006308	Z6/83:25	1991525X	TAIWAN PANORAMA			10/??????
0006309	Z6/83:26	1991525X	TAIWAN PANORAMA			11/??????
0006310	Z6/83:27	1991525X	TAIWAN PANORAMA			12/??????
0006311	Z6/83:28	1991525X	TAIWAN PANORAMA			1/???00?
0006312	Z6/83:29	1991525X	TAIWAN PANORAMA			2/???00?
0006313	Z6/83:30	1991525X	TAIWAN PANORAMA			3/???00?
0006314	Z6/83:31	1991525X	TAIWAN PANORAMA			4/???00?
0006315	Z6/83:32	1991525X	TAIWAN PANORAMA			5/???00?
0006316	Z6/83:33	1991525X	TAIWAN PANORAMA			6/???00?
0006317	Z6/83:34	1991525X	TAIWAN PANORAMA			7/???00?
0006318	Z6/83:35	1991525X	TAIWAN PANORAMA			8/???00?
0006319	Z6/83:36	1991525X	TAIWAN PANORAMA			9/???00?
0006320	Z6/83:37	1991525X	TAIWAN PANORAMA			10/???00?
0006321	Z6/83:38	1991525X	TAIWAN PANORAMA			11/???00?
0006322	Z6/83:39	1991525X	TAIWAN PANORAMA			12/???00?
0006323	Z6/83:40	1991525X	TAIWAN PANORAMA			1/???0??
0006324	Z6/83:41	1991525X	TAIWAN PANORAMA			2/???0??
0006325	Z6/83:42	1991525X	TAIWAN PANORAMA			3/???0??
0006326	Z6/83:43	1991525X	TAIWAN PANORAMA			4/???0??
0006327	Z6/83:44	1991525X	TAIWAN PANORAMA			5/???0??
0006328	Z6/83:45	1991525X	TAIWAN PANORAMA			6/???0??
0006329	Z6/83:46	1991525X	TAIWAN PANORAMA			7/???0??
0006330	Z6/83:47	1991525X	TAIWAN PANORAMA			8/???0??
0006331	Z6/83:48	1991525X	TAIWAN PANORAMA			9/???0??
0006332	Z6/83:49	1991525X	TAIWAN PANORAMA			10/???0??
0006333	Z6/83:50	1991525X	TAIWAN PANORAMA			11/???0??
0006334	Z6/83:51	1991525X	TAIWAN PANORAMA			12/???0??
0006335	Z6/83:52	1991525X	TAIWAN PANORAMA			1/???0??
0006336	Z6/83:53	1991525X	TAIWAN PANORAMA			2/???0??
0006337	Z6/83:54	22236074	TAIWAN PANORAMA			3/???0??
0006338	Z6/84:1	1	????? ASIA ARTISTS			08/2016
0006339	Z6/85:1	01195204	CHIAN:PARTNER IN DER WELTWIRTSCHAFT			10/2000
0006340	Z6/86:1	01195204	PANORAMA: INSIGHTS INTO ASIAN AND EUROPEAN AFFAIRS			02/2009
0006341	Z6/86:2	01195204	PANORAMA: INSIGHTS INTO ASIAN AND EUROPEAN AFFAIRS			01/2012
0006342	Z6/87:1	1	CHINA-TELL I:GESCHICHTLICHER ÜBERBLICK			96/1961
0006343	Z6/87:2	1	CHINA-TELL ?:LAND UND WIRTSCHAFT			99/1962
0006344	Z6/88:1	1	BEITRÄGE ZUR HISTORISCHEN SOZIALKUNDE			4/1998
0006345	Z6/89:1	10009140	ARMES REICHES CHINA			11/2011
0006346	Z6/90:1	1	BEIJING REVIEW ????			27/2013
0006347	Z6/91:1	02570165	MUTTERSPRACHE			5/1981
0006348	Z6/92:1	02575841	??			???/2014
0006349	Z6/93:1	1	??OCTOBER			2014
0006350	Z6/94:1	1	???“???”?????????????			
0006351	Z6/95:1	1	BERLINER HEFTE			1/1978
0006352	Z6/96:1	1	TAIWAN VERSTEHEN			NR.67
0006353	Z6/97:1	09364099	HERBST-SEMESTER 2001			2012
0006354	Z6/98:1	1	ORIENTIERUNGEN			1/1991
0006355	Z6/99:1	09477977	A PRELIMINARY SURVEY OF CHINA'S INTEREST RATE MANAGEMENT-THE NECESSITY OF INTEREST RATE LIBERALIZATI			NR.8
0006356	Z6/99:2	09477977	WOMEN BUSINESS OWNERS IN CHINA RESULTS OF A SURVEY			NR.10
0006357	Z6/100:1	1	DER AUBENHANDEL DER VR CHINA			NR. 1/1995
0006358	Z6/99:3	09477977	CHINESE VIEWS OF THE WORLD ECONOMY			NR.5
0006359	Z6/99:4	09477977	CHINA IM INTERNATIONLEN WÄHRUNGS-UND FINANZSYSTEM			NR.4
0006360	Z6/101	9783944385013	SEIDE DRACHEN UNSTERBLICHKELT			
0006361	Z6/102:1	1	TRIKONT			NR.20
0006362	Z6/119:1	1	INTERNATIONALE MARXISTISCHE DISKUSSION			8/1972
0006363	Z6/103:1	1	BERINER CHINAPOST			3/1989
0006364	Z6/104:1	1	CHINABLÄ TTER			1/1982
0006365	Z6/105:1	1	FREUNDSCHAFT MIT CHINA			4/1976
0006366	Z6/106:1	1	EICHHOLZ BRIEF			3/1987
0006367	Z6/107:1	1	CHINA HEUTE			2/1974
0006368	Z6/107:2	1	CHINA HEUTE			9
0006369	Z6/108	1	????			
0006370	Z6/109:1	2916	CHINESE LITERATURE			1/1978
0006371	Z6/109:2	2916	CHINESE LITERATURE			9/1978
0006372	Z6/109:3	2916	CHINESE LITERATURE			12/1978
0006373	Z6/109:4	2916	CHINESE LITERATURE			2/1979
0006374	Z6/109:5	2916	CHINESE LITERATURE			12/1979
0006375	Z6/109:6	2916	CHINESE LITERATURE			1/1980
0006376	Z6/109:7	2916	CHINESE LITERATURE			9/1980
0006377	Z6/109:8	2916	CHINESE LITERATURE			11/1980
0006378	Z6/109:9	2916	CHINESE LITERATURE			1/1981
0006379	Z6/109:10	2916	CHINESE LITERATURE			3/1981
0006380	Z6/109:10	2916	CHINESE LITERATURE			3/1981
0006381	Z6/109:11	2916	CHINESE LITERATURE			4/1981
0006382	Z6/110:1	3617231004	GESCHICHETE IN WISSENSCHAFT UND UNTERRICHT			4/1993
0006383	Z6/99:5	09477977	BERICHTE DES ARBEITSBEREICHS CHINAFORSCHUNG	WANG ZHEN QUAN		1995-05
0006384	Z6/99:6	09477977	BERICHTE DES ARBEITSBEREICHS CHINAFORSCHUNG	DAIWEI HUANG		2002-01
0006385	Z6/111:1	13523279	THE JOURNAL OF COMMUNIST STUDIES AND TRANSITION POLITICS		FRANK CASS	2003-03
0006386	Z6/112:1	1	OSTEUROPA		DEUTSCHE VERLAGS-ANSTALT	1985,4
0006387	Z6/113:1	1	CHINA AUF DEM WEG INS JAHR 2000	THOMAS HEBERER	DSE	
0006388	Z6/114:1	1	UNIVERSITAS			1989-08
0006389	Z6/91:2	0027514X	MUTTERSPRACHE			1981
0006390	Z6/115	1	FORSCHUNGSBERICHTE DES LANDES NORDRHEIN-WESTFALEN			1965
0006391	Z6/116	00425702	VIERTELJAHRSHEFTE FÜR ZEITGEFCHICHTE		DEUTSCHE VERLAGS-ANSTALT STUTTGART	1985
0006392	Z6/117:25	1	Lettre INTERNATIONAL			
0006393	Z6/117:29	1	Lettre INTERNATIONAL			
0006394	Z6/117:30	1	Lettre INTERNATIONAL			
0006395	Z6/117:31	1	Lettre INTERNATIONAL			
0006396	Z6/117:34	1	Lettre INTERNATIONAL			
0006397	Z6/117:35	1	Lettre INTERNATIONAL			
0006398	Z6/117:38	1	Lettre INTERNATIONAL			
0006399	Z6/117:42	1	Lettre INTERNATIONAL			
0006400	Z6/117:43	1	Lettre INTERNATIONAL			
0006401	Z6/117:44	1	Lettre INTERNATIONAL			
0006402	Z6/117:45	1	Lettre INTERNATIONAL			
0006403	Z6/117:54	1	Lettre INTERNATIONAL			
0006404	Z6/117:55	1	Lettre INTERNATIONAL			
0006405	Z6/117:63	1	Lettre INTERNATIONAL			
0006406	Z6/117:67	1	Lettre INTERNATIONAL			
0006407	Z6/117:68	1	Lettre INTERNATIONAL			
0006408	Z6/117:69	1	Lettre INTERNATIONAL			
0006409	Z6/117:70	1	Lettre INTERNATIONAL			
0006410	Z6/117:71	1	Lettre INTERNATIONAL			
0006411	Z6/117:72	1	Lettre INTERNATIONAL			
0006412	Z6/117:73	1	Lettre INTERNATIONAL			
0006413	Z6/117:77	1	Lettre INTERNATIONAL			
0006414	Z6/117:78	1	Lettre INTERNATIONAL			
0006415	Z6/117:80	1	Lettre INTERNATIONAL			
0006416	Z6/117:82	1	Lettre INTERNATIONAL			
0006417	Z6/117:87	1	Lettre INTERNATIONAL			
0006418	Z6/117:88	1	Lettre INTERNATIONAL			
0006419	Z6/117:91	1	Lettre INTERNATIONAL			
0006420	Z6/117:94	1	Lettre INTERNATIONAL			
0006421	Z6/117:95	1	Lettre INTERNATIONAL			
0006422	Z6/117:96	1	Lettre INTERNATIONAL			
0006423	Z6/117:97	1	Lettre INTERNATIONAL			
0006424	Z6/118:1	16746562	?????			???/2009
0006425	Z6/118:2	16746562	?????			12/2009
0006426	Z6/118:3	16746562	?????			1/2010
0006427	Z6/118:4	16746562	?????			2/2010
0006428	Z6/118:5	16746562	?????			3/2010
0006429	Z6/118:6	16746562	?????			4/2010
0006430	Z6/118:7	16746562	?????			5/2010
0006431	Z6/118:8	16746562	?????			6/2010
0006432	Z6/118:9	16746562	?????			7/2010
0006433	Z6/118:10	16746562	?????			8/2010
0006434	Z6/118:11	16746562	?????			9/2010
0006435	Z6/118:12	16746562	?????			10/2010
0006436	Z6/118:13	16746562	?????			11/2010
0006437	Z6/118:14	16746562	?????			12/2010
0006438	Z6/118:15	16746562	?????			1/2011
0006439	Z6/118:16	16746562	?????			2/2011
0006440	Z6/118:17	16746562	?????			3/2011
0006441	Z6/118:18	16746562	?????			4/2011
0006442	Z6/118:19	16746562	?????			5/2011
0006443	Z6/118:20	16746562	?????			6/2011
0006444	Z6/118:21	16746562	?????			7/2011
0006445	Z6/118:22	16746562	?????			8/2011
0006446	Z6/118:23	16746562	?????			9/2011
